,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,segment,time,flow,speed,is_crash,diff_flow,diff_speed,vari_flow_in_last_4mins,vari_speed_in_last_4mins,speed_on_last_seg,flow_on_last_seg
95315,95315,95609,97873,97873,4110,81360,52,79,0,-5,-1,57,0,77,79
94252,94252,94546,96810,96810,4109,40200,222,33,0,-11,6,24,11,24,176
6642,6642,6642,6642,6642,1111,21120,69,78,0,5,3,72,2,0,0
22777,22777,22778,22779,22779,2102,65160,104,78,0,16,-2,74,0,72,85
40125,40125,40129,40133,40133,2208,81120,81,82,0,-19,-3,106,1,68,123
95696,95696,95990,98254,98254,4111,40680,158,5,1,-14,1,64,0,12,99
96394,96394,96695,98966,98966,4112,39720,100,75,0,-8,5,54,4,16,156
33529,33529,33532,33535,33535,2117,66960,140,58,0,-7,-19,54,113,38,69
27038,27038,27039,27040,27040,2108,58080,169,22,0,-3,-3,62,2,29,162
110208,110208,110621,113307,113307,4133,39840,144,24,1,4,-2,340,38,78,115
84433,84433,84699,86930,86930,3228,62520,91,76,0,5,-6,64,11,61,129
5467,5467,5467,5467,5467,1108,52920,99,22,1,-27,3,581,17,12,127
109704,109704,110084,112685,112685,4132,51600,97,27,0,-4,20,34,84,76,129
118587,118587,119166,124108,124108,4210,39960,135,79,0,-7,-1,10,0,74,163
58225,58225,58254,58571,58571,3118,47280,87,14,0,-16,8,114,12,61,106
76586,76586,76834,78767,78767,3216,66840,107,66,0,-45,9,572,26,44,129
96541,96541,96842,99113,99113,4112,57360,122,75,0,-20,0,138,0,11,148
32089,32089,32092,32095,32095,2115,66960,98,66,0,13,2,140,6,43,178
62735,62735,62832,63656,63656,3125,52680,104,61,0,14,-3,54,4,68,126
95840,95840,96134,98398,98398,4111,57960,162,6,1,-3,1,6,0,12,127
15533,15533,15533,15533,15533,1207,59400,111,73,0,28,-4,148,4,63,105
96405,96405,96706,98977,98977,4112,41040,130,72,0,-18,2,54,2,4,172
94212,94212,94506,96770,96770,4109,35400,177,16,1,-43,-2,308,0,9,105
46561,46561,46565,46569,46569,2219,75840,98,48,0,67,-17,2188,57,19,67
28133,28133,28134,28135,28135,2110,23760,129,76,0,-39,1,260,0,77,198
84614,84614,84880,87111,87111,3228,84240,57,87,0,-13,2,29,1,68,72
95119,95119,95413,97677,97677,4110,57840,108,12,0,10,0,27,0,25,226
41310,41310,41314,41318,41318,2210,50520,78,16,1,13,2,468,1,9,48
110874,110874,111302,114122,114122,4134,51240,117,71,0,-15,6,40,6,21,173
4682,4682,4682,4682,4682,1107,45120,230,30,1,3,0,4,3,29,163
67946,67946,68071,69179,69179,3203,24240,96,60,0,14,-3,32,1,80,49
27234,27234,27235,27236,27236,2108,81600,129,71,1,-2,-25,200,297,12,123
45674,45674,45678,45682,45682,2218,55800,153,22,0,-2,3,27,6,41,234
143121,143121,143918,150551,150551,5201,25080,66,76,0,-1,0,12,0,0,0
1358,1358,1358,1358,1358,1102,76560,127,16,0,23,19,94,128,50,70
26138,26138,26139,26140,26140,2107,36480,207,58,0,-5,2,38,1,47,108
29559,29559,29562,29565,29565,2112,22560,42,76,0,-21,0,78,2,76,51
28211,28211,28212,28213,28213,2110,33120,187,66,0,29,-10,180,22,69,214
110211,110211,110624,113310,113310,4133,40200,135,19,1,17,1,52,6,72,128
87166,87166,87435,89669,89669,3233,45600,90,69,0,2,-6,108,6,0,0
357,357,357,357,357,1101,42840,80,62,0,5,-4,224,2,0,0
100922,100922,101226,103500,103500,4119,69960,199,46,1,-9,1,206,102,18,147
32087,32087,32090,32093,32093,2115,66720,82,72,0,10,1,20,9,54,165
8424,8424,8424,8424,8424,1113,66000,178,19,0,30,-4,257,4,20,132
9039,9039,9039,9039,9039,1114,53520,148,75,0,-2,-11,0,66,11,156
75143,75143,75390,77322,77322,3214,66240,143,64,0,-2,-1,22,0,62,114
49368,49368,49376,49384,49384,3103,68040,77,63,0,4,-3,74,2,54,113
100531,100531,100835,103109,103109,4119,23040,47,78,0,8,-2,10,1,83,38
89814,89814,90094,92343,92343,4103,22560,20,81,0,8,0,10,0,81,20
85214,85214,85480,87711,87711,3229,69840,73,62,0,35,-11,238,54,82,54
4322,4322,4322,4322,4322,1107,1800,83,76,0,1,0,0,0,80,54
83254,83254,83520,85751,85751,3227,7440,18,70,0,-5,0,5,0,64,10
37785,37785,37788,37791,37791,2205,59280,59,72,0,17,2,48,0,0,0
51492,51492,51500,51508,51508,3106,63720,62,54,1,39,-17,488,88,16,72
83590,83590,83856,86087,86087,3227,47760,91,12,0,-37,-5,257,5,62,71
95421,95421,95715,97979,97979,4111,7680,19,78,0,-5,0,4,0,85,7
96062,96062,96356,98620,98620,4111,84600,48,76,0,29,-1,224,0,78,38
56382,56382,56394,56584,56584,3115,68040,114,36,0,9,2,26,0,24,104
95757,95757,96051,98315,98315,4111,48000,235,61,0,-33,4,337,6,66,185
95695,95695,95989,98253,98253,4111,40560,144,6,1,-5,0,44,0,12,119
93474,93474,93768,96032,96032,4108,33240,64,3,0,25,1,164,0,8,104
25575,25575,25576,25577,25577,2106,55320,58,10,0,1,0,1,2,9,74
94067,94067,94361,96625,96625,4109,18000,9,80,0,7,0,12,0,80,9
116494,116494,117008,121424,121424,4206,63480,159,68,0,28,3,187,1,70,102
94424,94424,94718,96982,96982,4109,60840,211,26,0,-22,2,219,1,62,145
12654,12654,12654,12654,12654,1203,55320,121,16,0,-30,-2,187,0,35,161
4687,4687,4687,4687,4687,1107,45720,177,14,1,-14,-3,33,1,12,102
88164,88164,88434,90669,90669,3234,79200,57,61,0,7,2,17,4,62,75
131307,131307,131938,136955,136955,4228,35160,264,63,0,-60,5,600,10,62,227
105721,105721,106026,108301,108301,4126,42360,175,18,1,-2,9,1644,66,72,183
463,463,463,463,463,1101,55560,43,7,0,0,5,150,10,0,0
75144,75144,75391,77323,77323,3214,66360,145,62,0,-2,2,2,0,68,89
84548,84548,84814,87045,87045,3228,76320,79,73,0,-10,6,27,16,59,97
45523,45523,45527,45531,45531,2218,37680,123,30,0,18,13,142,184,39,242
105513,105513,105818,108093,108093,4126,16320,18,76,0,-3,0,4,0,81,14
50,50,50,50,50,1101,6000,19,81,0,1,0,2,0,0,0
94202,94202,94496,96760,96760,4109,34200,142,16,1,6,-3,1726,17,4,142
95927,95927,96221,98485,98485,4111,68400,223,49,0,6,4,8,6,64,164
73258,73258,73505,75437,75437,3212,12840,12,73,0,8,0,18,0,0,0
41307,41307,41311,41315,41315,2210,50160,79,17,1,30,1,150,1,11,63
84562,84562,84828,87059,87059,3228,78000,81,76,0,-12,-2,34,2,59,102
110354,110354,110767,113453,113453,4133,57360,180,23,1,10,-2,22,0,42,119
110176,110176,110589,113275,113275,4133,36000,201,29,1,-2,-4,14,3,66,129
96400,96400,96701,98972,98972,4112,40440,116,70,0,2,6,18,6,6,139
5407,5407,5407,5407,5407,1108,45720,109,66,0,16,5,60,5,14,177
68928,68928,69058,70299,70299,3204,72240,55,68,0,21,-2,206,4,63,92
136824,136824,137474,142782,142782,4236,43200,132,74,0,-20,1,110,1,68,151
29526,29526,29528,29530,29530,2112,18360,30,72,0,-18,0,86,0,70,31
148152,148152,149095,156580,156580,6101,57360,78,58,0,-18,-4,72,4,0,0
143698,143698,144508,151271,151271,5202,25080,62,16,1,-1,5,1,20,76,66
110582,110582,110995,113681,113681,4133,84720,91,74,0,-28,0,168,2,82,41
50509,50509,50517,50525,50525,3105,32160,150,43,1,15,-15,673,84,9,67
105724,105724,106029,108304,108304,4126,42720,182,19,1,-5,-7,24,12,52,168
46560,46560,46564,46568,46568,2219,75720,165,31,0,47,2,428,1,20,71
44950,44950,44954,44958,44958,2217,55320,234,32,0,-28,-1,162,12,18,147
95835,95835,96129,98393,98393,4111,57360,148,11,1,-1,2,2,6,15,117
87960,87960,88230,90465,90465,3234,54720,81,58,0,-17,6,57,9,59,109
37022,37022,37025,37028,37028,2203,54120,110,24,0,-11,1,20,0,80,40
76584,76584,76832,78765,78765,3216,66600,52,78,0,10,-3,22,8,23,75
95700,95700,95994,98258,98258,4111,41160,155,4,1,17,0,50,0,16,140
81353,81353,81617,83846,83846,3224,38040,80,67,0,9,-3,26,1,46,127
95205,95205,95499,97763,97763,4110,68160,164,54,1,13,-4,52,29,25,175
89956,89956,90236,92485,92485,4103,39600,143,18,0,0,-1,8,4,59,143
56396,56396,56408,56598,56598,3115,69720,117,38,0,-3,1,2,0,24,108
147741,147741,148680,156161,156161,6101,7080,10,62,0,0,0,2,0,0,0
30519,30519,30522,30525,30525,2113,51360,115,34,1,14,-4,43,6,57,138
94356,94356,94650,96914,96914,4109,52680,197,28,0,-6,1,6,1,37,174
101643,101643,101948,104223,104223,4120,70320,180,71,0,-21,2,82,4,44,194
106429,106429,106734,109009,109009,4127,42480,156,63,0,-3,3,62,2,11,170
65161,65161,65281,66384,66384,3129,34440,77,65,0,-16,3,53,1,52,91
57151,57151,57163,57353,57353,3116,73920,27,77,0,2,3,18,4,34,43
95682,95682,95976,98240,98240,4111,39000,230,58,0,-1,1,2,0,66,176
116556,116556,117070,121486,121486,4206,70920,136,65,0,14,4,96,4,73,69
103770,103770,104075,106350,106350,4123,66360,199,62,0,16,5,46,4,72,191
55926,55926,55938,56128,56128,3115,13320,13,77,0,3,0,4,0,77,9
50606,50606,50614,50622,50622,3105,43800,180,55,0,-2,-5,22,8,67,133
8318,8318,8318,8318,8318,1113,53280,165,14,1,0,0,0,2,15,98
112981,112981,113446,116337,116337,4137,57840,50,79,0,4,-2,2,0,78,45
132601,132601,133238,138262,138262,4230,19200,18,81,0,-5,-3,4,1,78,20
45843,45843,45847,45851,45851,2218,76080,80,22,1,-6,-3,28,2,10,53
109751,109751,110131,112732,112732,4132,57240,153,63,0,8,9,90,18,73,195
94926,94926,95220,97484,97484,4110,34680,124,77,0,-4,-2,24,0,14,160
62745,62745,62842,63666,63666,3125,53880,114,52,0,-5,5,5,4,64,133
41400,41400,41404,41408,41408,2210,61320,123,57,0,10,2,73,0,71,126
47950,47950,47954,47958,47958,3101,69720,84,38,0,-28,8,132,28,0,0
94924,94924,95218,97482,97482,4110,34440,132,75,0,-8,-2,28,1,16,149
26297,26297,26298,26299,26299,2107,55560,155,48,1,-36,2,242,2,13,65
84487,84487,84753,86984,86984,3228,69000,85,17,1,-11,-9,500,13,39,88
39375,39375,39378,39381,39381,2207,77280,132,64,0,-15,1,193,4,67,99
41373,41373,41377,41381,41381,2210,58080,105,62,0,18,-4,86,3,72,98
96411,96411,96712,98983,98983,4112,41760,190,62,0,0,-1,88,9,3,198
75522,75522,75769,77701,77701,3215,25320,162,67,0,17,2,1090,6,69,166
56049,56049,56061,56251,56251,3115,28080,115,63,0,6,1,8,4,68,100
96031,96031,96325,98589,98589,4111,80880,71,77,0,11,-2,73,0,79,43
95947,95947,96241,98505,98505,4111,70800,142,68,0,-1,0,0,0,72,128
35607,35607,35610,35613,35613,2201,57120,117,66,0,16,-3,48,2,0,0
57150,57150,57162,57352,57352,3116,73800,29,80,0,8,-5,252,16,34,43
109748,109748,110128,112729,112729,4132,56880,133,73,0,13,4,104,2,72,190
68033,68033,68158,69266,69266,3203,34680,117,41,0,14,3,32,1,64,63
93467,93467,93761,96025,96025,4108,32400,160,71,0,-27,6,128,8,19,182
110225,110225,110638,113324,113324,4133,41880,163,63,0,8,1,99,2,81,104
85209,85209,85475,87706,87706,3229,69240,121,41,0,-3,-1,6,1,73,48
93489,93489,93783,96047,96047,4108,35040,121,9,0,-11,1,20,0,15,140
36772,36772,36775,36778,36778,2203,24120,121,16,0,-11,0,73,0,26,63
94203,94203,94497,96761,96761,4109,34320,151,16,1,-9,0,14,2,10,118
213,213,213,213,213,1101,25560,86,74,0,3,-8,134,10,0,0
94191,94191,94485,96749,96749,4109,32880,76,10,1,3,-2,2,0,6,51
95203,95203,95497,97761,97761,4110,67920,160,63,1,-28,9,358,16,20,173
26318,26318,26319,26320,26320,2107,58080,162,29,1,-3,-11,54,24,21,72
139995,139995,140715,146676,146676,5103,78480,134,67,0,-35,2,644,4,56,68
42027,42027,42031,42035,42035,2211,50160,147,21,0,-28,-1,134,0,17,79
101640,101640,101945,104220,104220,4120,69960,154,72,0,17,-3,508,26,46,199
110304,110304,110717,113403,113403,4133,51360,145,28,1,28,-7,228,14,46,107
94908,94908,95202,97466,97466,4110,32520,66,80,0,-6,1,6,0,12,77
152068,152068,153023,160643,160643,6110,28200,236,61,0,-35,0,468,5,0,0
95704,95704,95998,98262,98262,4111,41640,158,3,1,-22,0,86,0,14,101
75148,75148,75395,77327,77327,3214,66840,163,60,0,-33,6,388,14,66,108
143697,143697,144507,151270,151270,5202,24960,61,21,1,3,6,14,62,76,65
105491,105491,105796,108071,108071,4126,13680,6,76,0,2,0,4,0,81,7
149311,149311,150255,157741,157741,6103,23880,123,57,0,15,-1,272,0,74,99
94054,94054,94348,96612,96612,4109,16440,5,80,0,4,0,3,0,80,5
3963,3963,3963,3963,3963,1106,45120,163,29,0,13,-1,29,29,67,119
85031,85031,85297,87528,87528,3229,47880,127,43,0,-6,0,16,0,44,52
6186,6186,6186,6186,6186,1109,52800,109,13,0,-18,-1,64,1,25,72
94179,94179,94473,96737,96737,4109,31440,174,72,0,-19,-1,309,0,77,134
75868,75868,76115,78047,78047,3215,66840,129,44,1,-52,-15,624,78,60,163
94918,94918,95212,97476,97476,4110,33720,57,79,0,10,3,43,2,5,64
95702,95702,95996,98260,98260,4111,41400,152,4,1,-2,0,4,0,13,117
109749,109749,110129,112730,112730,4132,57000,138,72,0,-5,1,28,4,72,199
109752,109752,110132,112733,112733,4132,57360,119,42,0,34,21,331,158,74,171
96539,96539,96840,99111,99111,4112,57120,130,76,0,-38,-4,544,8,17,144
87958,87958,88228,90463,90463,3234,54480,66,65,0,-19,2,69,0,67,100
110447,110447,110860,113546,113546,4133,68520,194,41,0,26,-9,112,33,77,99
50511,50511,50519,50527,50527,3105,32400,115,62,1,5,-2,238,72,10,88
100889,100889,101193,103467,103467,4119,66000,217,64,0,4,0,10,0,60,190
95691,95691,95985,98249,98249,4111,40080,160,9,1,4,2,16,2,62,182
6187,6187,6187,6187,6187,1109,52920,109,14,0,0,-1,72,0,22,99
28250,28250,28251,28252,28252,2110,37800,210,33,1,14,16,182,64,0,0
9040,9040,9040,9040,9040,1114,53640,166,73,0,-18,2,80,22,16,251
27238,27238,27239,27240,27240,2108,82080,115,72,1,0,0,10,0,9,110
131145,131145,131749,136716,136716,4228,6480,4,83,0,0,0,0,0,81,17
88490,88490,88760,90995,90995,4101,31920,33,60,0,0,1,0,2,0,0
26514,26514,26515,26516,26516,2107,81600,123,12,0,-2,5,187,24,20,65
32088,32088,32091,32094,32094,2115,66840,111,68,0,-29,4,144,4,47,181
1880,1880,1880,1880,1880,1103,54120,168,15,0,-22,-3,169,2,9,106
27588,27588,27589,27590,27590,2109,41520,266,21,0,33,11,201,21,24,184
29722,29722,29725,29728,29728,2112,42120,114,53,1,-39,5,1014,20,14,112
139155,139155,139854,145701,145701,5102,47880,45,62,0,11,-3,21,2,62,58
22599,22599,22600,22601,22601,2102,43800,98,26,1,-6,-5,11,6,34,80
58710,58710,58760,59198,59198,3119,36120,128,34,0,1,2,29,0,69,84
313,313,313,313,313,1101,37560,67,59,0,-1,1,206,346,0,0
86939,86939,87208,89442,89442,3233,18360,4,78,0,5,1,4,0,0,0
56430,56430,56442,56632,56632,3115,73800,43,34,1,-2,-2,22,11,8,37
56074,56074,56086,56276,56276,3115,31080,115,59,0,-4,1,34,6,65,98
158813,158813,159789,167434,167434,6209,68160,59,45,0,23,-8,94,11,50,73
93485,93485,93779,96043,96043,4108,34560,116,9,0,16,2,50,0,18,152
27016,27016,27017,27018,27018,2108,55440,125,17,0,30,0,454,0,50,119
123234,123234,123818,128765,128765,4217,2040,20,86,0,1,0,29,0,69,55
95117,95117,95411,97675,97675,4110,57600,120,11,0,0,1,2,2,54,238
43455,43455,43459,43463,43463,2215,48720,89,17,0,3,3,8,2,0,0
49789,49789,49797,49805,49805,3104,32160,67,9,0,15,1,105,6,11,36
95115,95115,95409,97673,97673,4110,57360,117,15,0,17,14,394,140,58,195
37525,37525,37528,37531,37531,2205,28080,68,75,0,-7,0,8,2,0,0
94976,94976,95270,97534,97534,4110,40680,99,12,0,20,0,123,5,30,202
3542,3542,3542,3542,3542,1105,81000,125,70,0,-11,-4,20,2,72,153
110953,110953,111381,114201,114201,4134,60720,92,76,0,-2,3,57,2,54,174
31973,31973,31976,31979,31979,2115,53040,60,71,0,38,-8,258,16,53,131
19336,19336,19336,19336,19336,1213,83760,76,70,0,-3,4,62,2,68,143
70423,70423,70570,72073,72073,3207,41160,53,82,0,6,-3,6,2,70,96
40907,40907,40911,40915,40915,2210,2160,21,70,0,9,0,18,0,78,19
75525,75525,75772,77704,77704,3215,25680,150,69,0,-8,2,10,1,60,182
39986,39986,39990,39994,39994,2208,64440,79,84,0,33,-2,182,6,18,127
114034,114034,114545,118958,118958,4203,26760,40,70,0,9,1,22,2,78,51
88166,88166,88436,90671,90671,3234,79440,56,62,0,-1,-10,0,20,67,69
16253,16253,16253,16253,16253,1208,59400,142,19,1,10,-1,337,4,73,111
84076,84076,84342,86573,86573,3228,19680,18,89,0,-4,-2,3,0,73,24
81492,81492,81756,83985,83985,3224,54720,85,22,0,4,2,2,0,41,133
93475,93475,93769,96033,96033,4108,33360,61,3,0,3,0,157,0,9,82
109701,109701,110081,112682,112682,4132,51240,140,65,0,-32,9,278,14,73,167
5466,5466,5466,5466,5466,1108,52800,72,25,1,59,7,1040,24,29,146
41311,41311,41315,41319,41319,2210,50640,99,17,1,-21,-1,74,0,10,71
88163,88163,88433,90668,90668,3234,79080,64,63,0,3,-5,30,8,64,73
45842,45842,45846,45850,45850,2218,75960,74,19,1,-7,0,8,0,10,51
93949,93949,94243,96507,96507,4109,3840,22,80,0,-5,0,8,0,80,18
6188,6188,6188,6188,6188,1109,53040,76,14,0,33,0,242,0,24,114
95712,95712,96006,98270,98270,4111,42600,223,34,0,-3,-2,36,1,30,197
55714,55714,55726,55916,55916,3114,74280,33,3,0,-9,1,13,0,0,0
54994,54994,55006,55196,55196,3112,74280,91,57,0,-11,8,73,11,0,0
95693,95693,95987,98251,98251,4111,40320,155,7,1,-16,0,80,0,30,137
54028,54028,54038,54048,54048,3110,22920,51,81,0,10,-2,24,0,79,57
95517,95517,95811,98075,98075,4111,19200,10,80,0,5,-2,8,0,80,10
40591,40591,40595,40599,40599,2209,50640,71,10,0,-23,-1,90,0,7,78
31419,31419,31422,31425,31425,2114,72960,177,36,0,-7,4,24,3,71,139
26296,26296,26297,26298,26298,2107,55440,119,50,1,29,-4,420,176,12,62
135553,135553,136191,141216,141216,4234,28080,221,68,0,7,-7,12,10,75,155
100921,100921,101225,103499,103499,4119,69840,190,47,1,34,-22,406,208,18,161
96395,96395,96696,98967,98967,4112,39840,112,76,0,-12,-1,67,4,13,154
107095,107095,107402,109679,109679,4128,36480,149,68,0,-6,-1,24,0,50,226
9036,9036,9036,9036,9036,1114,53160,177,50,0,-41,-2,544,14,14,165
53576,53576,53586,53596,53596,3109,55080,107,70,0,26,-5,120,5,63,55
3950,3950,3950,3950,3950,1106,43560,184,49,0,11,0,20,0,66,132
9671,9671,9671,9671,9671,1115,42960,151,52,0,1,4,9,2,69,187
94597,94597,94891,97155,97155,4109,81600,57,74,0,16,1,86,1,77,46
110877,110877,111305,114125,114125,4134,51600,121,72,0,-29,3,140,4,34,163
3626,3626,3626,3626,3626,1106,4680,44,80,0,8,0,54,0,67,41
144276,144276,145103,151989,151989,5203,24840,76,72,0,-8,-6,460,206,27,64
115691,115691,116205,120621,120621,4205,53520,108,75,0,5,-2,197,0,75,149
14072,14072,14072,14072,14072,1205,55320,160,17,0,17,5,468,6,30,135
8320,8320,8320,8320,8320,1113,53520,156,11,1,29,3,146,2,12,95
85029,85029,85295,87526,87526,3229,47640,117,45,0,2,4,8,3,43,53
62295,62295,62376,63072,63072,3124,69000,153,31,0,-33,1,314,12,68,109
94484,94484,94778,97042,97042,4109,68040,201,24,0,-28,-4,904,8,17,106
96399,96399,96700,98971,98971,4112,40320,118,76,0,-10,-4,22,2,7,155
93478,93478,93772,96036,96036,4108,33720,44,4,0,9,1,16,1,10,91
2345,2345,2345,2345,2345,1104,23640,93,79,0,-26,0,156,3,66,143
110383,110383,110796,113482,113482,4133,60840,152,36,1,22,18,81,59,80,117
4580,4580,4580,4580,4580,1107,32880,203,64,0,18,-3,56,17,24,123
94252,94252,94546,96810,96810,4109,40200,222,33,0,-11,6,24,11,24,176
83774,83774,84040,86271,86271,3227,69840,51,7,0,-2,0,6,0,62,65
28970,28970,28971,28972,28972,2111,37800,84,61,0,77,-10,1408,24,33,210
27037,27037,27038,27039,27039,2108,57960,166,19,0,18,0,57,0,18,159
110306,110306,110719,113405,113405,4133,51600,163,34,1,-6,0,56,8,27,97
51232,51232,51240,51248,51248,3106,32520,76,69,0,20,-23,280,128,63,115
1200,1200,1200,1200,1200,1102,57600,111,13,0,31,5,366,4,16,79
115069,115069,115580,119993,119993,4204,64560,144,66,0,10,3,54,6,72,51
24881,24881,24882,24883,24883,2105,58440,124,9,0,-32,-2,170,6,10,119
88164,88164,88434,90669,90669,3234,79200,57,61,0,7,2,17,4,62,75
100707,100707,101011,103285,103285,4119,44160,158,69,0,-19,2,128,0,70,128
7958,7958,7958,7958,7958,1113,6240,60,90,0,-9,0,16,0,72,27
22773,22773,22774,22775,22775,2102,64680,118,77,0,12,0,312,0,81,97
95121,95121,95415,97679,97679,4110,58080,123,15,0,4,-3,66,2,15,173
94485,94485,94779,97043,97043,4109,68160,175,25,0,26,-1,162,4,18,168
80385,80385,80649,82878,82878,3223,8280,33,76,0,-7,0,130,0,0,0
59946,59946,60026,60721,60721,3121,46080,88,71,0,10,-3,20,2,61,120
152310,152310,153265,160885,160885,6110,57240,172,59,1,16,0,270,64,0,0
93526,93526,93820,96084,96084,4108,39480,136,12,0,-14,5,150,33,27,218
28332,28332,28333,28334,28334,2110,47640,233,51,0,-1,-3,0,2,0,0
56432,56432,56444,56634,56634,3115,74040,39,35,1,4,-1,3,0,4,29
95206,95206,95500,97764,97764,4110,68280,169,56,1,-5,-2,28,6,22,197
56815,56815,56827,57017,57017,3116,33600,87,78,0,13,-6,32,8,60,112
75859,75859,76106,78038,78038,3215,65760,98,37,1,21,3,78,77,62,173
94487,94487,94781,97045,97045,4109,68400,184,23,0,13,-1,81,1,20,166
80769,80769,81033,83262,83262,3223,54360,106,33,1,15,7,105,8,0,0
47820,47820,47824,47828,47828,3101,54120,90,19,0,-12,-3,27,1,0,0
84311,84311,84577,86808,86808,3228,47880,52,44,1,-3,-1,2,0,10,67
55711,55711,55723,55913,55913,3114,73920,34,6,0,3,2,6,8,0,0
83591,83591,83857,86088,86088,3227,47880,67,10,0,24,2,234,4,62,65
94104,94104,94398,96662,96662,4109,22440,52,82,0,8,-2,14,0,81,37
100744,100744,101048,103322,103322,4119,48600,203,67,0,-24,1,338,2,64,163
110309,110309,110722,113408,113408,4133,51960,157,34,1,3,-1,36,1,14,101
94044,94044,94338,96602,96602,4109,15240,11,80,0,-6,0,6,0,80,8
93476,93476,93770,96034,96034,4108,33480,52,7,0,9,-4,26,3,9,91
94247,94247,94541,96805,96805,4109,39600,130,27,1,3,-3,42,1,12,110
80928,80928,81192,83421,83421,3223,73440,120,58,0,-11,-2,113,2,0,0
16949,16949,16949,16949,16949,1210,56520,162,35,0,21,-3,89,2,0,0
110349,110349,110762,113448,113448,4133,56760,130,27,1,26,7,486,14,77,146
96403,96403,96704,98975,98975,4112,40800,120,70,0,2,4,64,4,5,156
94116,94116,94410,96674,96674,4109,23880,126,75,0,-2,-1,1,4,78,112
131384,131384,132015,137032,137032,4228,44400,108,66,0,8,9,67,16,74,122
5489,5489,5489,5489,5489,1108,55560,176,37,0,-53,-12,674,26,26,201
105588,105588,105893,108168,108168,4126,25320,240,68,0,7,-2,10,1,74,177
29006,29006,29007,29008,29008,2111,42120,112,14,0,-36,6,963,56,27,227
94193,94193,94487,96751,96751,4109,33120,60,11,1,25,2,106,1,4,89
77043,77043,77291,79224,79224,3217,35280,133,40,0,0,0,3,0,40,84
81493,81493,81757,83986,83986,3224,54840,82,22,0,3,0,8,0,51,114
84309,84309,84575,86806,86806,3228,47640,53,43,1,-5,-1,4,0,7,54
27247,27247,27248,27249,27249,2108,83160,198,29,0,-3,-2,69,1,68,189
143119,143119,143916,150549,150549,5201,24840,73,76,0,6,1,62,6,0,0
84310,84310,84576,86807,86807,3228,47760,49,43,1,4,0,4,0,12,91
95705,95705,95999,98263,98263,4111,41760,198,3,1,-40,0,658,0,13,137
57156,57156,57168,57358,57358,3116,74520,41,80,0,0,-2,0,0,40,71
95688,95688,95982,98246,98246,4111,39720,156,16,1,-6,6,16,32,76,129
94969,94969,95263,97527,97527,4110,39840,107,76,0,22,0,80,0,31,210
110225,110225,110638,113324,113324,4133,41880,163,63,0,8,1,99,2,81,104
95831,95831,96125,98389,98389,4111,56880,163,43,1,69,16,1158,53,68,166
55582,55582,55594,55784,55784,3114,58440,110,30,0,-5,-6,4,9,0,0
105014,105014,105319,107594,107594,4125,42840,179,45,0,-11,7,44,28,70,146
143673,143673,144483,151246,151246,5202,22080,31,81,0,6,1,20,0,77,30
137330,137330,137985,143436,143436,4237,35280,100,78,0,1,-1,0,0,73,200
85210,85210,85476,87707,87707,3229,69360,118,41,0,3,0,2,0,80,45
87470,87470,87739,89973,89973,3233,82080,53,69,0,-2,2,72,1,0,0
61573,61573,61654,62350,62350,3123,68760,106,66,0,1,-4,12,4,67,125
94561,94561,94855,97119,97119,4109,77280,107,74,0,10,-1,48,0,77,74
110263,110263,110676,113362,113362,4133,46440,181,66,0,3,-2,77,0,76,128
26519,26519,26520,26521,26521,2107,82200,142,11,0,-32,-2,227,0,12,66
75930,75930,76177,78109,78109,3215,74280,73,72,0,-6,-1,70,1,66,132
96409,96409,96710,98981,98981,4112,41520,170,68,0,-64,6,790,6,3,136
75145,75145,75392,77324,77324,3214,66480,125,65,0,20,-3,80,1,72,83
51437,51437,51445,51453,51453,3106,57120,112,33,0,-4,-3,8,6,27,183
96393,96393,96694,98965,98965,4112,39600,92,80,0,18,-4,104,10,22,150
87496,87496,87765,89999,89999,3233,85200,34,75,0,8,-2,11,4,0,0
29001,29001,29002,29003,29003,2111,41520,140,58,0,33,-5,190,8,50,184
110925,110925,111353,114173,114173,4134,57360,111,77,0,1,-3,9,2,23,180
53910,53910,53920,53930,53930,3110,8760,5,79,0,7,0,8,0,81,14
45471,45471,45475,45479,45479,2218,31440,147,64,0,-23,6,108,8,50,239
94198,94198,94492,96756,96756,4109,33720,64,5,1,-16,0,92,0,4,44
92478,92478,92771,95034,95034,4106,86280,38,80,0,-4,1,82,1,81,20
110068,110068,110481,113167,113167,4133,23040,127,73,0,6,2,56,1,83,79
110385,110385,110798,113484,113484,4133,61080,151,28,0,21,-2,93,18,76,134
83594,83594,83860,86091,86091,3227,48240,63,7,0,6,-1,8,1,60,59
94910,94910,95204,97468,97468,4110,32760,56,81,0,5,0,16,0,8,79
75524,75524,75771,77703,77703,3215,25560,142,71,0,5,1,72,4,64,171
93466,93466,93760,96024,96024,4108,32280,133,77,0,19,0,253,3,16,178
80771,80771,81035,83264,83264,3223,54600,118,42,1,-7,-15,24,38,0,0
110348,110348,110761,113447,113447,4133,56640,156,34,1,28,2,132,2,76,158
76582,76582,76830,78763,78763,3216,66360,62,71,0,-6,4,28,3,24,91
94208,94208,94502,96766,96766,4109,34920,147,15,1,-6,0,62,0,10,110
93525,93525,93819,96083,96083,4108,39360,122,17,0,30,9,1088,29,29,223
